phrase,diacritics_phrase
"tribunele și au intrat în corturi, târându-și pașii, până și-au reluat cu toții locurile,","tribunele si au intrat in corturi, tarandu-si pasii, pana si-au reluat cu totii locurile,"
"două cărucioare electrice, dintre cele care se văd în gări, au trecut printre corturi,","doua carucioare electrice, dintre cele care se vad in gari, au trecut printre corturi,"
"transportând oale mari. Oamenii întindeau brațele, două polonice se scufundau în","transportand oale mari. Oamenii intindeau bratele, doua polonice se scufundau in"
două oale și ieșeau de acolo pentru a ateriza în două gamele. Căruciorul pornea,doua oale si ieseau de acolo pentru a ateriza in doua gamele. Caruciorul pornea
din nou. O luă de la capăt la cortul următor.,din nou. O lua de la capat la cortul urmator.
"- E științific, fi spune Tarrou administratorului.","- E stiintific, fi spune Tarrou administratorului."
"-- Da, spune acesta cu satisfacție, strângându-le mână, e științific.","-- Da, spune acesta cu satisfactie, strangandu-le mana, e stiintific."
Amurgul se lăsase și cerul se limpezise. O lumină dulce și proaspătă scailda,Amurgul se lasase si cerul se limpezise. O lumina dulce si proaspata scailda
"tabăra. În pacea serii, zgomote de linguri și farfurii urcau din toate părțile. Lilieci","tabara. In pacea serii, zgomote de linguri si farfurii urcau din toate partile. Lilieci"
zburau pe deasupra corturilor și dispăreau apoi pe neașteptate. De cealaltă parte,zburau pe deasupra corturilor si dispareau apoi pe neasteptate. De cealalta parte
"a zidurilor, un tramvai scarția la un macaz.","a zidurilor, un tramvai scartia la un macaz."
"-- Bietul judecător, a murmurat Tarrou ieșind pe poartă. Ar trebui făcut ceva","-- Bietul judecator, a murmurat Tarrou iesind pe poarta. Ar trebui facut ceva"
pentru el. Dar cum să ajuți un judecător?,pentru el. Dar cum sa ajuti un judecator?
"Existau astfel, în oraș, multe alte tabere de felul acestea, despre care naratorul,","Existau astfel, in oras, multe alte tabere de felul acestea, despre care naratorul,"
"din scrupul și din lipsă de informații directe, nu poate spune mai mult. Dar ceea","din scrupul si din lipsa de informatii directe, nu poate spune mai mult. Dar ceea"
"ce poate să spună este că existența acestor tabere, mirosul de oameni care venea","ce poate sa spuna este ca existenta acestor tabere, mirosul de oameni care venea"
"de acolo, vocile puternice ale difuzoarelor în amurg, misterul zidurilor și teamă","de acolo, vocile puternice ale difuzoarelor in amurg, misterul zidurilor si teama"
"de aceste locuri condamnate, apăsau greu asupra moralului concetățenilor noștri","de aceste locuri condamnate, apasau greu asupra moralului concetatenilor nostri"
și se adăugau la zăpăceală și suferința tuturor. Incidentele și conflictele cu,si se adaugau la zapaceala si suferinta tuturor. Incidentele si conflictele cu
administrația s-au înmulțit.,administratia s-au inmultit.
"Între timp, pe la sfârgitul lui noiembrie, diminețile au devenit foarte reci. Ploi","Intre timp, pe la sfargitul lui noiembrie, diminetile au devenit foarte reci. Ploi"
"torențiale spălaseră asfaltul cu revărsări de ape, curățaseră cerul și îl lăsaseră","torentiale spalasera asfaltul cu revarsari de ape, curatasera cerul si il lasasera"
"limpezit de nori, deasupra străzilor lucioase. Un soare lipsit de putere răspândea","limpezit de nori, deasupra strazilor lucioase. Un soare lipsit de putere raspandea"
în fiecare dimineață deasupra orașului o lumină scânteietoare și înghețată. Spre,in fiecare dimineata deasupra orasului o lumina scanteietoare si inghetata. Spre
"seara, dimpotrivă, aerul devenea din nou călduț. Aceste a fost momentul pe care","seara, dimpotriva, aerul devenea din nou caldut. Aceste a fost momentul pe care"
și l-a ales Tarrou pentru a se destăinui întrucâtva doctorului Rieux.,si l-a ales Tarrou pentru a se destainui intrucatva doctorului Rieux.
"Într-o zi, pe la orele zece, după o zi lungă și istovitoare, Tarrou l-a însoțit pe","Intr-o zi, pe la orele zece, dupa o zi lunga si istovitoare, Tarrou l-a insotit pe"
Rieux care se ducea să-i făcăi bătrânului astmatic vizita de seară. Cerul lucea,Rieux care se ducea sa-i facai batranului astmatic vizita de seara. Cerul lucea
blând deasupra caselor din vechiul cartier. Un vânt ușor suflă fără zgomot prin,bland deasupra caselor din vechiul cartier. Un vant usor sufla fara zgomot prin
"răspântiile întunecoase. Veniți din liniștea străzilor, cei doi bărbați au dat peste","raspantiile intunecoase. Veniti din linistea strazilor, cei doi barbati au dat peste"
vorbăria bătrânului. Acesta le spunea că erau unii care nu puteau admite tot ce se,vorbaria batranului. Acesta le spunea ca erau unii care nu puteau admite tot ce se
"petrecea, că mereu pâinea și cuțitul erau în mâna acelorași, ca urciorul nu merge","petrecea, ca mereu painea si cutitul erau in mana acelorasi, ca urciorul nu merge"
"de multe ori la apă și că, probabil și aici își freca mâinile, o să se lase cu scandal.","de multe ori la apa si ca, probabil si aici isi freca mainile, o sa se lase cu scandal."
Doctorul l-a îngrijit și în vremea asta bătrânul comentă netulburat evenimentele.,Doctorul l-a ingrijit si in vremea asta batranul comenta netulburat evenimentele.
"Auzeau pe cineva mergând deasupra lor. Bătrâna, observând aerul fntrebător al","Auzeau pe cineva mergand deasupra lor. Batrana, observand aerul fntrebator al"
"lui Tarrou, le spusese că erau niște vecine care stăteau pe terasă. Au aflat în","lui Tarrou, le spusese ca erau niste vecine care stateau pe terasa. Au aflat in"
același timp că de-acolo de sus aveai o vedere frumoasă și că terasele caselor se,acelasi timp ca de-acolo de sus aveai o vedere frumoasa si ca terasele caselor se
"uneau adesea dintr-o parte, așa încât femeile din cartier aveau posibilitatea de a-","uneau adesea dintr-o parte, asa incat femeile din cartier aveau posibilitatea de a-"
și face vizite fără s iasă din casele lor.,si face vizite fara s iasa din casele lor.
"-- Da, a spus bătrânul, urcați. E aer bun sus.","-- Da, a spus batranul, urcati. E aer bun sus."
"Au găsit terasa goală și cu trei scaune. Dintr-o parte, atât cât putea să cuprindă","Au gasit terasa goala si cu trei scaune. Dintr-o parte, atat cat putea sa cuprinda"
"privirea, nu se vedeau decât terase care se sprijineau, undeva, de o formă","privirea, nu se vedeau decat terase care se sprijineau, undeva, de o forma"
întunecoasă și pietroasa în care au recunoscut prima colină a orașului. De,intunecoasa si pietroasa in care au recunoscut prima colina a orasului. De
"cealaltă parte, pe deasupra câtorva străzi și a portului invizibil, privirea se","cealalta parte, pe deasupra catorva strazi si a portului invizibil, privirea se"
pierdea într-un orizont în care cerul și marea se amestecau într-o fremătare,pierdea intr-un orizont in care cerul si marea se amestecau intr-o frematare
"nedeslușită. Dincolo de ceea ce ei știau că trebuie să fie falezele, o licărire a cărei","nedeslusita. Dincolo de ceea ce ei stiau ca trebuie sa fie falezele, o licarire a carei"
"sursa n-o zăreau, apărea la răstimpuri regulat: farul strâmtorii continuă, din","sursa n-o zareau, aparea la rastimpuri regulat: farul stramtorii continua, din"
"primăvara, să lumineze pentru nave care se îndreptau spre alte porturi. În cerul","primavara, sa lumineze pentru nave care se indreptau spre alte porturi. In cerul"
"măturat și lăcuit de vânt, străluceau stelele limpezi și licărirea îndepărtată a","maturat si lacuit de vant, straluceau stelele limpezi si licarirea indepartata a"
"farului adugă printre ele, din timp în timp, o pâlpâire cenușie trecătoare. Briza","farului aduga printre ele, din timp in timp, o palpaire cenusie trecatoare. Briza"
aducea miresme de mirodenii și de piatră. Tăcerea era absolută.,aducea miresme de mirodenii si de piatra. Tacerea era absoluta.
"- E plăcut, spune Rieux așezându-se. E ca și când ciuman-ar fi urcat niciodată","- E placut, spune Rieux asezandu-se. E ca si cand ciuman-ar fi urcat niciodata"
până aici.,pana aici.
Tarrou stătea cu spatele și privea marea.,Tarrou statea cu spatele si privea marea.
"-- Da, spune el după un timp, e plăcut.","-- Da, spune el dupa un timp, e placut."
A venit să se așeze lângă doctor și s-a uitat la el cu atenție. De trei ori licărirea,A venit sa se aseze langa doctor si s-a uitat la el cu atentie. De trei ori licarirea
apăru pe cer regulat. Din adâncurile străzii un zgomot de veselă sparta urcă până,aparu pe cer regulat. Din adancurile strazii un zgomot de vesela sparta urca pana
la ei. În casă s-a auzit o ușă trântindu-se.,la ei. In casa s-a auzit o usa trantindu-se.
"-- Rieux, spune Tarrou cu un ton foarte firesc, n-ai căutat niciodată să știi cine","-- Rieux, spune Tarrou cu un ton foarte firesc, n-ai cautat niciodata sa stii cine"
sunt? Simți vreo afecțiune pentru mine?,sunt? Simti vreo afectiune pentru mine?
"-- Da, răspunde doctorul, am pentru dumneata un sentiment de prietenie. Dar","-- Da, raspunde doctorul, am pentru dumneata un sentiment de prietenie. Dar"
până acum ne-a lipsit timpul.,pana acum ne-a lipsit timpul.
"-- Bine, asta mă liniștește. Vrei ca ora asta să fie ora prieteniei?","-- Bine, asta ma linisteste. Vrei ca ora asta sa fie ora prieteniei?"
"Drept orice răspuns, Rieux i-a zâmbit.","Drept orice raspuns, Rieux i-a zambit."
"-- Ei bine, iată...","-- Ei bine, iata..."
"La câteva străzi mai încolo, o mașină lunecă prelung pe pavajul ud. S-a","La cateva strazi mai incolo, o masina luneca prelung pe pavajul ud. S-a"
"îndepărtat și, în urma ei, exclamații confuze, venind de departe, au rupt din nou","indepartat si, in urma ei, exclamatii confuze, venind de departe, au rupt din nou"
"tăcerea. Apoi, aceeași tăcere s-a lăsat asupra celor doi bărbați, cu toată greutatea","tacerea. Apoi, aceeasi tacere s-a lasat asupra celor doi barbati, cu toata greutatea"
ei de cer și de stele. Tarrou se ridicase ca să se așeze pe parapetul terasei cu fața,ei de cer si de stele. Tarrou se ridicase ca sa se aseze pe parapetul terasei cu fata
"spre Rieux, care stătea tot prăvălit în scaunul lui. Nu se vedea din Tarrou decât o","spre Rieux, care statea tot pravalit in scaunul lui. Nu se vedea din Tarrou decat o"
"forma masivă, care se profila pe cer. El a vorbit multă vreme și iată aproximativ","forma masiva, care se profila pe cer. El a vorbit multa vreme si iata aproximativ"
discursul lui reconstituit:,discursul lui reconstituit:
"Ca să simplificăm, să spunem, Rieux, că eu sufeream de ciumă cu mult înainte","Ca sa simplificam, sa spunem, Rieux, ca eu sufeream de ciuma cu mult inainte"
de a cunoaște acest orag l această epidemie. Asta spune suficient că sunt la fel,de a cunoaste acest orag l aceasta epidemie. Asta spune suficient ca sunt la fel
"ca toată lumea. Dar sunt oameni care nu știu lucrul acesta, sau care se simt bine","ca toata lumea. Dar sunt oameni care nu stiu lucrul acesta, sau care se simt bine"
iIn această stare și oameni care știu și ar vrea să scape de ea. Eu am vrut,iIn aceasta stare si oameni care stiu si ar vrea sa scape de ea. Eu am vrut
întotdeauna să scap.,intotdeauna sa scap.
"Când eram tânăr trăiam cu ideea inocenței mele, adicăi fără vreo idee, niciuna.","Cand eram tanar traiam cu ideea inocentei mele, adicai fara vreo idee, niciuna."
"Nu sunt genul de om frământat, am început așa cum se cuvine. Totul îmi reușea,","Nu sunt genul de om framantat, am inceput asa cum se cuvine. Totul imi reusea,"
"eram inteligent fără efort, cu femeile în bune relații; dacă aveam unele neliniști,","eram inteligent fara efort, cu femeile in bune relatii; daca aveam unele nelinisti,"
treceau așa cum veniseră. Într-o zi am început să reflectez. Acum...,treceau asa cum venisera. Intr-o zi am inceput sa reflectez. Acum...
"Trebuie să-ți spun că nu eram sărac ca dumneata. Tatăl meu era procuror, ceea","Trebuie sa-ti spun ca nu eram sarac ca dumneata. Tatal meu era procuror, ceea"
"ce e o situație. Cu toate astea, nu-și dădea aere, fiind din fire un om cumsecade.","ce e o situatie. Cu toate astea, nu-si dadea aere, fiind din fire un om cumsecade."
"Mama mea era simplă și ștearsă și n-am încetat niciodată s-o iubesc, dar prefer","Mama mea era simpla si stearsa si n-am incetat niciodata s-o iubesc, dar prefer"
sânu vorbesc despre ea. El se ocupă de mine cu afecțiune și cred chiar ca,sanu vorbesc despre ea. El se ocupa de mine cu afectiune si cred chiar ca
"încercă să mă înțeleagă. Avea aventuri în afara casei, sunt sigur acum de asta și","incerca sa ma inteleaga. Avea aventuri in afara casei, sunt sigur acum de asta si"
sunt de asemenea departe de a mă indigna. Se purta în toate astea așa cum era de,sunt de asemenea departe de a ma indigna. Se purta in toate astea asa cum era de
"așteptat să se poarte, fără să șocheze pe nimeni. Pentru a vorbi pe scurt, nu era","asteptat sa se poarte, fara sa socheze pe nimeni. Pentru a vorbi pe scurt, nu era"
"foarte original și astăzi, că a murit, îmi dau seama că, dacă n-a trăit ca un sfânt,","foarte original si astazi, ca a murit, imi dau seama ca, daca n-a trait ca un sfant,"
"nici om rău n-a fost. Ținea o linie de mijloc, iată tot; și este tipul de om pentru","nici om rau n-a fost. Tinea o linie de mijloc, iata tot; si este tipul de om pentru"
